Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
Le vol des Glaneuses /,"Salvadore, Matteo 2001-....",9782883872295,Plaisir de lire,Roman policier suisse de langue française,170,2023,Fiction; Language
Nani : roman /,"Richoz, Mélanie",9782832112410,Slatkine,Roman suisse de langue française,171,,Fiction; Language
Le chant des innocents : roman /,"Pulixi, Piergiorgio 1982-....",9782351782781,Gallmeister,Roman policier italien;2000-....,172,,Fiction
Le petit guide illustré du TDAH : enfin comprendre comment je fonctionne ! : enfin apprendre à vivre avec ! /,"Gendron, Alice",9782226486523,Albin Michel,Neurodiversité; Trouble déficitaire de l'attention avec ou sans hyperactivité; Guides pratiques,173,2023,Guides; Neurodiversité; Trouble
James Cook /,"Bollée, Laurent-Frédéric",9782344036846,Glénat,"Cook, James; Explorateurs; [Bandes dessinées]",174,2020,Comics
Buvettes et auberges d'alpages de Suisse romande,,9782970091660,Terre & nature,Buvettes;Suisse romande; Guides touristiques et de visite; Restaurants;Montagnes,175,,Fiction
Le philatéliste : roman /,"Feuz, Nicolas 1971-....",9782889730445,Rosie & Wolfe,Roman policier suisse de langue française,176,2023,Fiction; Language
Déréglée : journal d'une ménopause /,"Oomen, Francine 1960-....",9782258202351,Les Presses de la Cité,Menopause; Graphic Novel; Ménopause;Récits personnels; Romans graphiques,177,2023,Fiction
Astra Nova /,"Blumen, Lisa",9782390041023,L'Employé du Moi,Bandes dessinées,178,2023,Comics
Demain les oiseaux : intégrale /,"Tezuka, Osamu, 1928-1989",9782413045304,Delcourt,Bandes dessinées,179,2021,Comics
L'engrenage du mal /,"Feuz, Nicolas, 1971-",9782889441433,Slatkine & Cie,Roman policier,180,2020,Fiction
Franklin : les prisonniers de l'Arctique /,"Durand, Michel, auteur de BD",9782344032688,Glénat,Passage du Nord-Ouest (Arctique); Pôle Nord;Découverte et exploration; Bandes dessinées,181,2022,Comics
Les larmes du lagon /,"Feuz, Nicolas 1971-....",9782889442164,Slatkine & Cie,Roman suisse; Roman policier,182,2022,Fiction
Vallée du silicium /,"Damasio, Alain 1969-....",9782021558746,Villa Albertine; Seuil,Modes de vie;Effets des innovations technologiques; Nouvelles de science-fiction francophones; Essai (genre littéraire),183,2024,Fiction; Science
A la poursuite du dragon /,"Yoakim-Pasquier, Karine",9791021407718,Oskar Editeur,Japon; Arts martiaux; Roman pour la jeunesse,184,2022,Art; Fiction
Le koala qui disait des gros mots /,"Beigel, Christine",9782013936354,Gautier-Languereau,Mots grossiers; Livres d'images,185,2012,Grossiers; Livres
Killiok /,"Brouillard, Anne",9782211322041,L'Ecole des loisirs,Habitations; Livres d'images,186,2023,Habitations; Livres
On a volé mon slip ! /,"Torti, Dominique",9782970146223,Editions Torti,Livres (premières lectures),187,,Livres
"Berne, nid d'espions : l'affaire Dubois 1955-1957 /","Burnand, Eric",9782889012350,Antipodes,"Relations extérieures;Algérie;Berne (Suisse, ville);1954-1962; Bandes dessinées",188,2023,Comics
"Danemark, Suède",,9782067251069,Michelin,Danemark; Suède; [Guides touristiques et de visite],189,2021,Danemark; Guides; Suède
"Danemark, Suède : 2017-2018 /",Collectif,9782012799363,Hachette Tourisme,Danemark; Suède; Guides touristiques et de visite,190,2017,Danemark; Guides; Suède
Cinq méditations sur la beauté /,"Cheng, François",9782226172150,Albin Michel,beauté;philosophie chinoise; beauté;* philosophie; Philosophie,191,2006,Philosophy
"Mourir : ce que l'on sait, ce que l'on peut faire, comment s'y préparer /","Borasio, Gian Domenico, 1962-",9782889154074,Genoud Arts graphiques; Presses polytechniques et universitaires romandes,"Terminal Care; Palliative Care; Attitude to Death; Euthanasia; Suicide, Assisted; Accompagnement de la fin de vie; Mort; Fin de vie",192,2021,Attitude; Euthanasia; Palliative; Suicide; Terminal
Le hasard enchanté et les forces de l'espoir /,"Clervoy, Patrick",9782415002961,Odile Jacob,Hasard; Destin et fatalisme; Psychologie; Psychiatrie; Écrivains,193,2022,Psychology
Pologne,Michelin,9782067244993,Michelin,Pologne; [Guides touristiques et de visite],194,2020,Guides; Pologne
Soigner les vivants et parler aux morts /,"Favre, Brigitte",9782828918835,Favre,Peur de la mort; Deuil; Médiumnité,195,2020,Deuil; Médiumnité
Venise,,9782067256187,Michelin,Venise (Italie); Guides touristiques et de visite,196,2022,Guides; Venise
"Après Jésus : l'invention du christianisme"" /","Roselyne Dupont-Roc, Antoine Guggenheim",9782226479501,Albin Michel,,197,,
"Spinoza : éthique, de la vérité au bonheur /","Spinoza, Baruch, dit Benedictus de",9782100810567,Dunod,"Spinoza, Baruch.;""Ethique""; Bandes dessinées",198,2021,Comics
En thérapie : la psychanalyse en série /,"Ricome, Joffrey",9782324032042,Gründ,Séries télévisées;Critique et interprétation; Psychanalyse; Ouvrages de vulgarisation,199,,Critique; Ouvrages; Psychanalyse; Séries
Les nouvelles routes du soi : [en immersion chez les nouveaux spirituels] /,"Bonomelli, Marc 19-....",9782918682936,Arkhê,Chamanisme; Méditation; Gourous; Réalisation de soi; Sorcières; Spiritualité;2000-....; Conscience de soi,200,2022,Science
Guérir nos âmes blessées : la révolution des thérapies /,"Gourion, David, 1971-",9782501173742,Marabout,Psychothérapie; Psychopathologie,201,2023,Psychopathologie; Psychothérapie
King Kong théorie /,"Despentes, Virginie",9782246686118,Bernard Grasset,féminisme;femme;21e s. (début),202,2006,Début; Femme; Féminisme
Le marché des dieux : comment naissent les innovations religieuses : du judaïsme au christianisme /,"Desjeux, Dominique",9782130836018,PUF,Judaïsme;Anthropologie; Christianisme;Anthropologie; Christianisme;Relations;Judaïsme; Judaïsme;Relations;Christianisme,203,2022,Anthropology
Une histoire de l'ergot de seigle : du mal des ardents au LSD /,"Vitaux, Jean médecin gastro-entérologue 1951-....",9782130842835,Puf,Ergot de seigle; Histoire,204,2023,History
"L'arthrose à 40 ans : comment l'éviter, comment la soigner /","Picard-Paix, Odile",9782268109381,Éditions du Rocher,Arthrose;Prévention; Arthrose;Thérapeutique,205,2023,Art
L'homme augmenté : futurs de nos cerveaux /,"Gaillard, Raphaël psychiatre 1976-....",9782246835172,Bernard Grasset,Intelligence artificielle; Homme;Effets des innovations technologiques; Transhumanisme; Lecture;Aspect cognitif; Essai (genre littéraire) français,206,2024,Art
La sagesse interdite : révélations sur les substances à l'origine des traditions spirituelles /,"Schillinger, Stephan poète",9782381351735,Véga,Plantes hallucinogènes;Aspect religieux,207,2023,Aspect; Plantes
L'Aventure de vieillir /,"Hennezel, Marie de",9782221267844,Versilio; Robert Laffont,Vieillissement;Psychologie,208,2022,Psychology
Histoire incorrecte de Rome /,"Traina, Giusto",9782251451749,Les Belles Lettres,Civilisation;Rome;Ouvrages de vulgarisation; Empire romain;Histoire,209,2021,History
En harmonie : fondements de l'harmonie tonale et modale dans le jazz /,"Dericq, Lilian",9782907891868,Outre mesure,Harmonie (musique); Jazz; [Méthodes]; [Études et exercices (musique)],211,2015,Music
"Et moi, je vis toujours : roman /","Ormesson, Jean d', 1925-2017",9782072744303,Gallimard,Roman français,212,2018,Fiction
Dans l'oeil du crocodile : l'humanité comme proie /,"Plumwood, Val",9782381140049,Wildproject,Écologie;Philosophie; Écologie humaine;Philosophie; Écologie animale;Philosophie; Philosophie de la nature; Philosophie de l'environnement; Prédation (biologie); Animalité (philosophie); Relations homme-animal; Intégration du cycle de la vie; Écologie humaine; Alimentation,213,2021,Biology; Philosophy
Dette d'oxygène /,"Heijmans, Toine, 1969-",9782714498205,Belfond,Roman,214,2023,Fiction
Noyade : roman /,"Spierer, Céline",9782350878492,Heloïse d'Ormesson,Roman,215,2023,Fiction
Les lendemains : roman /,"Da Costa, Mélissa",9782226447104,Albin Michel,Deuil; Roman,216,2020,Fiction
Toscane /,"Corradi, Marie-Isabelle",9782017193227,Hachette Tourisme,Toscane (Italie); Guides touristiques et de visite,217,2023,Guides; Toscane
Les mondes de Saturne /,"Alice Le Gall, Sandrine Guerlet, Sandrine Vinatier",9782410022117,Humensis; Belin,Saturne (planète).; Saturne (planète);Exploration.,218,,Exploration; Saturne
Quand sapiens raconte la vie à Néandertal /,"Millás García, Juan José, 1946-",9791040300106,Humensciences/Humensis,Préhistoire; Hominidés; Humanité;Histoire,219,2023,History
Voyage en misarchie : essai pour tout reconstruire /,"Dockès, Emmanuel",9791097079444,Éditions du Détour,Philosophie politique;2000-....; Philosophie sociale;2000-....,220,2019,Philosophy; Politics
"Un purgatoire très discret : la transition ""helvétique"" d'anciens nazis, fascistes et collaborateurs après 1945 /","Dongen, Luc van",9782262026509,Société d'histoire de la Suisse romande; Perrin,national-socialisme;réfugié allemand;Suisse;1945 / 1947; national-socialisme;politique d'asile;Allemagne;Suisse;1945 / 1947; collaboration (histoire);réfugié politique français;Suisse;1945 / 1947; fascisme;réfugié politique italien;Suisse;1943 / 1946; fascisme;politique d'asile;Italie;Suisse;1943 / 1946,221,2008,History; Politics
Andalousie /,"Campodonico, Nathalie",9782016282045,Hachette Tourisme,Andalousie (Espagne); Guides touristiques et de visite,222,2022,Andalousie; Guides
Je pense trop : comment canaliser ce mental envahissant  /,"Petitcollin, Christel",9782813201966,G Trédaniel,Réalisation de soi; Intelligence; Pensée; Discours intérieur,223,2010,Discours; Intelligence; Pensée; Réalisation
"Les origines du plan Marshall : le mythe de ""l'aide"" américaine /","Lacroix-Riz, Annie",9782200634575,Armand Colin,Plan Marshall (1948-1952).; Reconstruction d'après-guerre (2e guerre mondiale);France.; Reconstruction d'après-guerre (2e guerre mondiale);Allemagne.; Relations;France;États-Unis;1945-1970.,224,,Allemagne; France; Marshall; Reconstruction
Ukraine entre guerre & paix /,"Baud, Jacques 1955-....",9782315010752,Max Milo,Politique et gouvernement;Ukraine;1991-....; Guerre russo-ukrainienne (2022-....); Relations extérieures;Russie;Ukraine,225,2023,Politics
Italie du Nord,Michelin,9782067237827,Michelin,Italie; Guides touristiques et de visite,226,,Guides; Italie
A prendre ou à laisser /,"Shriver, Lionel, 1957-",9782714495846,Belfond,Roman américain,227,2023,Fiction
Au commencement était... : une nouvelle histoire de l'humanité /,"Graeber, David, 1961-",9791020910301,Les Liens qui libèrent,Civilisation;Histoire; Structure sociale; Humanité;Histoire,228,2021,History
Empires illusoires : les paris perdus de la colonisation /,"Etemad, Bouda",9782363583260,Vendémiaire,Colonisation; Colonies; 17e siècle-20e siècle (1re moitié); France; Grande-Bretagne; Empire britannique; Amérique du nord; Inde; Algérie; Afrique occidentale,229,2019,Colonies; Colonisation; France; Grande; Siècle
La Suisse et l'esclavage des Noirs /,"David, Thomas",9782940146529,Société d'histoire de la Suisse romande; Ed Antipodes,Traite des esclaves;Suisse;18e siècle; Traite des esclaves;Suisse;19e siècle; Marchands d'esclaves;Suisse;19e siècle; Marchands d'esclaves;Suisse;18e siècle; esclave - trafic;traite des noirs;Suisse;18e s. / 19e s.; négrier (marchand d'esclaves);traite des noirs;Suisse;18e s. / 19e s.,230,2005,Siècle; Suisse; Traite
De Rousseau à Dunant : la colonisation et l'esclavage vus de Genève /,"Etemad, Bouda économiste 1949-....",9782889012299,Antipodes,"Colonialisme (idée politique);Genève (Suisse, ville);18e siècle; Colonialisme (idée politique);Genève (Suisse, ville);19e siècle; Esclavage;Justification;Genève (Suisse, ville);18e siècle; Esclavage;Justification;Genève (Suisse, ville);19e siècle; Genève (Suisse, ville);18e siècle;Colonisation; Genève (Suisse, ville);19e siècle;Colonisation",231,2021,Politics
L'art du fil : dans la création contemporaine /,"Massé, Marie-Madeleine, 1949-",9782072893230,Alternatives,Art textile; Fil; Ouvrages illustrés,232,2020,Art
De fil en aiguille : la broderie dans l'art contemporain /,"Vannier, Charlotte",9782350174419,Pyramyd,Art; 21e siècle (début); Tableaux en broderie; Broderie; Broderie à la machine; Broderie narrative; Broderie sur papier; Travaux d'aiguilles,233,2018,Art
Les cahiers d'Esther : histoires de mes 11 ans /,"Sattouf, Riad",9782370731142,Allary Editions,Bandes dessinées,234,2017,Comics
Les cahiers d'Esther : histoires de mes 12 ans /,"Sattouf, Riad",9782370731531,Allary Editions,Bandes dessinées,235,2017,Comics
Cerveau et silence : [les clés de la créativité et de la sérénité] /,"Le Van Quyen, Michel",9782081440067,Flammarion,Cerveau; Silence; Neurosciences; Relaxation,236,,Science
La félicité du loup /,"Cognetti, Paolo",9782234092273,Stock,Roman,237,,Fiction
Les sources du moi : la formation de l'identité moderne /,"Taylor, Charles, 1931-",9782020207126,Editions du Seuil,identité (philosophie);soi;4e s. / 20e s.; bien;homme (être humain);identité; identité;modernité; identité (philosophie);morale sociale;4e s. / 20e s.,238,1998,Philosophy
Les marchandises émotionnelles : l'authenticité au temps du capitalisme /,,9791094841914,Premier parallèle,Émotions; Libéralisme économique,239,2019,Libéralisme; Émotions
Ce que sait la main : la culture de l'artisanat /,"Sennett, Richard",9782226187192,Albin Michel,artisanat;Antiquité / 21e s. (début); artisan;Antiquité / 21e s. (début); motivation;travail;* sociologie; artisan;* sociologie; artisanat;culture; créativité;motivation;travail,240,2010,Art; Sociology
Chien 51 : roman /,"Gaudé, Laurent, 1972-",9782330168339,Actes sud,Dystopies; Roman français; Roman de science-fiction,241,2022,Fiction; Science
Le soleil des Scorta : roman /,"Gaudé, Laurent, 1972-",9782742751419,Actes Sud,Roman d'aventures,242,2004,Fiction
Le visage de nos colères /,"Galabru, Sophie",9782080255280,Flammarion,Colère;Philosophie; Colère;Psychologie,243,2022,Philosophy; Psychology
Les morts à l'œuvre /,"Despret, Vinciane",9782359252439,La Découverte,nouveaux commanditaires; Rites et cérémonies funéraires; Psychologie de l'art,244,2023,Art; Psychology
Une autre naissance /,"Farrukhzād, Furūgh, 1935-1967",9782889550579,Editions Héros-Limite,Poésie iranienne;20e siècle,245,,Poetry
Une femme obscure /,"Maggetti, Daniel 1961-....",9782889277025,Éditions Zoé,,246,2019,
L'arbre-monde /,"Powers, Richard, 1957-",9782749158273,Le cherche midi,Arbres;Protection; Roman américain; Roman,247,2018,Fiction
Soigner les morts pour guérir les vivants /,"Molinié, Magali",9782846711562,Les Empêcheurs de penser en rond,deuil;mort;* psychologie; deuil;* psychopathologie,248,2006,Psychology
Vous ; suivi de Poèmes troubles /,"Burnat-Provins, Marguerite, 1872-1952",9782889680047,Editions Infolio,,249,2023,
Développement (im)personnel : le succès d'une imposture /,"Funès, Julia de",9791032906095,Éditions de l'Observatoire,Philosophie; Critique (psychologie); Affirmation de soi,250,2019,Philosophy; Psychology
Francesca Woodman /,"Schefer, Bertrand",9782818053294,POL,"Woodman, Francesca",251,2023,Woodman
L'opposé de la blancheur : réflexions sur le problème blanc /,"Miano, Léonora 1973-....",9782021540710,Éditions du Seuil,Racisme;Occident;Histoire.; Relations interethniques;Occident;Histoire.; Blancs;Occident;Histoire.,252,2023,History
Lessons /,"McEwan, Ian, 1948-",9781787333970,Jonathan Cape,,253,2022,Fiction; New; Nyt:hardcover-fiction=2022-10-02
"De l'hospice au réseau santé : santé publique et systèmes hospitaliers valaisans, XIXe - XXe siècles /","Vouilloz Burnier, Marie-France",9782883411098,Monographic,santé publique;Valais (Suisse);19e s. / 20e s.; médecine;Valais (Suisse);19e s. / 20e s.; hôpital;Valais (Suisse);19e s. / 20e s.; Hospitals;history; Public Health;history; Switzerland,254,2004,History
"La dramaturgie : l'art du récit : cinéma, théâtre, opéra, radio, télévision, bande dessinée /","Lavandier, Yves",9782874496585,Les Impressions Nouvelles,Cinéma;Art d'écrire; Narration; Récit filmique;Technique; Scénarios;Technique; Télévision;Art d'écrire; Théâtre (genre littéraire);Technique,255,2019,Art; Theater
Capitale de la douleur ; suivi de L'amour la poésie /,"Eluard, Paul",9782070300952,Gallimard,,256,1966,Fiction
L'analyse des récits /,"Adam, Jean-Michel",9782020229586,Seuil,Narration; Création littéraire; Manuels d'enseignement,257,1996,Education
Quantix : la physique quantique et la relativité en BD /,"Schafer, Laurent",9782100789429,Dunod,Théorie quantique; Relativité (physique); Bandes dessinées,258,2019,Comics; Physics
Rendre le monde indisponible /,"Rosa, Hartmut",9782348080272,La Découverte,Changement social; Relation (philosophie); Écologie humaine,259,2023,Philosophy
