i,Title,Author,Publisher,Subjects
13644,La vie économique à Lausanne au Moyen Age /,"Anex-Cabanis, Danielle",Cahiers de la renaissance vaudoise; Bibliothèque historique vaudoise,"économie--Lausanne (Suisse, VD)--Moyen-Âge"
13647,Des délits et des peines /,"Beccaria, Cesare 1738-1794",Droz,droit pénal--[manuel]; peine (droit)--[manuel]
13654,Annales /,"Tacitus, Publius Cornelius",Les Belles lettres,
13684,Techniques quantitatives de gestion 2 : Problèmes de comptabilité et d'arithmétique commerciale /,"Schumacher, Jean-Jacques",Collection TQG,Comptabilité de gestion; Gestion d'entreprise; Techniques quantitatives de gestion; [Manuels d'enseignement]
13723,Le droit de la famille dans tous ses états : formation d'avocat spécialiste FSA en droit de la famille /,,Université de Neuchâtel Faculté de droit; Université de Genève Faculté de droit,Famille; Droit; Suisse; [Études de cas]; [Manuels d'enseignement supérieur]
13725,"Rituels funéraires de l'ancienne Égypte : le rituel de l'embaumement, le rituel de l'ouverture de la bouche, les livres des respirations /",,Ed du Cerf,funérailles--religion égyptienne--[anthologie]
13726,Jean Pucelle /,"Morand, Kathleen B 1915-2007",Clarendon Press,"manuscrit enluminé--Pucelle, Jean"
13742,De Sluter à Sambin : essai critique sur la sculpture et le décor monumental en Bourgogne au XVme et au XVIme siècles /,"David, Henri 1931-",E Leroux,
13758,"Vidéo, la mémoire au poing /","Duguet, Anne-Marie",Hachette,vidéo
13760,Ecrits sur la littérature et l'art / précédé de,"Brecht, Bertolt",L'Arche,
13765,Piété baroque et déchristianisation en Provence au XVIIIe siècle : Les attitudes devant la mort d'après les clauses des testaments /,"Vovelle, Michel",Plon,vie religieuse--Provence (France)--18e s.
13787,Staatshaftung für judikatives Unrecht : eine rechtsdogmatische und rechtstatsächliche Untersuchung bezogen auf den Bund und die Kantone Zürich und Glarus /,"Hunold, Fridolin",Schulthess,"Pouvoir judiciaire; Droit administratif; Droit comparé; Responsabilité du fait de la justice; Pouvoir discrétionnaire des juges; Jugements; Suisse; Zurich (Suisse, canton); Glaris (Suisse, canton)"
13795,Dürer et son temps : 1471-1528 /,"Russell, Francis",Time-Life,"Dürer, Albrecht"
13801,Les loustics 1 méthode de français : [niveau] A1.1 : 3 CD pour la classe /,"Denisot, Hugues",Hachette,Français (langue); Français (langue)--Étude et enseignement (primaire); Manuels pour allophones
13803,Fit en français /,"Naef, Anja",Schubi Lernmedien,
13821,Le train des souris /,"Yamashita, Haruo",L'école des loisirs,
13859,Le couronnement de Louis : chanson de geste du XIIe siècle /,,H Champion,
13862,Le roman de la violette ou de Gerart de Nevers /,"Gerbert, de Montreuil",H Champion,
13870,Les rédactions en vers du Couronnement de Louis /,,Droz,
13875,L'idéologie tripartie des Indo-Européens /,"Dumézil, Georges",Latomus,idéologie--Indo-Européens (peuple)
13887,"La politique étrangère de la Suisse : permanences, ruptures et défis : 1945-1964 /",,Département fédéral des affaires étrangères DFAE Direction politique DP Secrétariat politique,politique étrangère--Suisse--1945 / 1964--[études diverses]
13893,"Le Mouvement ouvrier suisse : documents : situation, organisation et luttes des travailleurs de 1800 à nos jours /",,Ed Adversaires,mouvement ouvrier--Suisse--1800 / 1975--[document]
13898,Histoires /,Herodotus,Les Belles lettres,
13950,"Henry Dunant l'Algérien, ou, Le mirage colonial /","Pous, Jacques",Ed Grounauer,"colonialisme--Dunant, Henry--Algérie--Suisse--1853 / 1867"
13961,La grève générale de 1918 : légendes et réalités /,"Frey, Constant",B Laederer,grève générale--Suisse--1918
13962,Le Tessin dans les relations entre la Suisse et l'Italie : 1922-1940 /,"Rigonalli, Marzio",Tipografia Pedrazzini,"Italie--Suisse--1922 / 1940; Ticino (Suisse, canton)--1922 / 1940"
14001,La suite d'Homère /,"Quintus, Smyrnaeus",Les Belles Lettres,
14028,Héroïdes /,"Ovidius Naso, Publius",Les Belles Lettres,
14039,Bibliothèque historique /,"Diodorus, Siculus",Les Belles Lettres,
14059,"LES EMOTIONS [CHARLES DARWIN, JEAN PIAGET, JEAN-PAUL SARTRE] /",,Delachaux et Niestlé,
14064,"La Suisse et l'Afrique du Sud, 1945-1990 : commerce, finance et achats d'or durant l'apartheid /","Bott, Sandra",éditeur non identifié,relations économiques internationales--Afrique du Sud (république)--Suisse--1945 / 1990; commerce--or--Afrique du sud (république)--Suisse--1945 / 1990; Afrique du Sud (république)--Suisse--1945 / 1990
14077,A l'école de la différence,,SER Syndicat des enseignants romands,enseignement spécial--[études diverses]; intégration scolaire--[études diverses]; enseignement spécial--intégration scolaire--Suisse--[études diverses]
14087,Isis et Osiris /,Plutarque 0046?-0120?,Les Belles Lettres,
14116,Assurances sociales : une sécurité pour qui ? : la loi Forrer et les origines de l'Etat social en Suisse /,"Knüsel, René",Institut de science politique,assurances sociales--* droit--Suisse
14134,La religion populaire dans l'Occident chrétien : approches historiques /,,Ed Beauchesne,catholicisme--religion populaire--France--Moyen-Âge / 20e s.
14167,Poésies /,"Catullus, Caius Valerius",Les Belles Lettres,
14181,Immigrés et réfugiés en Suisse : aperçu historique /,"Vuilleumier, Marc",Impr Corbaz; Pro Helvetia,Réfugiés--Suisse--20e siècle; Réfugiés--Suisse--19e siècle; Immigrés--Suisse--19e siècle; Immigrés--Suisse--20e siècle; réfugié--Suisse--19e s. / 20e s.; immigration--Suisse--19e s. / 20e s.
14184,Bekenntnisse des Hochstaplers Felix Krull /,"Mann, Thomas, 1875-1955",Querido Verlag,
14185,Ein Hungerkünstler : vier Geschichten /,"Kafka, Franz",Verlag die Schmiede,
14209,Code des obligations : [du 30 mars 1911 (état le 1er janvier 2022)] /,,Diffusion OFCL; Chancellerie fédérale,Obligationenrecht; Obligationenrecht(Bundesgesetz); Schweiz; Textreproduktion
14213,Code des obligations : du 30 mars 1911 : état le 1er juillet 2017 /,,Chancellerie fédérale,
14285,ICA : Information Communication Administration /,"Brunner, Anne-Laure",ASSAP,Communication; Rédaction administrative
14304,Numéro de document erroné lors de l'inscription sur le formulaire,,Gymnase de La Cité,
14327,Santé mentale : démarche de soins et diagnostics infirmiers /,"MacFarland, Gertrude K",Masson,santé mentale--soins infirmiers--[manuel]; diagnostic infirmier--santé mentale--[manuel]
14352,"Garzanti francese : francese - italiano, italiano - francese /",,Garzanti Linguistica,[Dictionnaires italiens]
14378,Clé USB 8Go,,,
14420,Catalogues of the Paris Salon : 1673 to 1881 : 60 volumes /,,Garland,Salon de l'Académie des beaux-arts--(Paris)--[catalogue d'exposition]
14440,Les mineurs non accompagnés en droit d'asile : étude du droit suisse à la lumière du droit international des droits de l'enfant /,"Corbaz, Matthieu",Stämpfli,"Mineurs étrangers isolés; Émigration et immigration; Droit d'asile; Protection, assistance, etc.; Enfants; Droit; Migrations; Droit international; Asylrecht; Asylverfahren; unbegleiteter minderjähriger Asylsuchender; Jugendschutz; international; Übereinkommen über die Rechte des Kindes; Suisse; Schweiz; [Thèses et écrits académiques]"
14450,Tina (?) /,"Haeberlin,Yann",Y Haeberlin,
14458,Code des obligations : [du 30 mars 1911 (état le 1er janvier 2020)] /,,Diffusion OFCL; Chancellerie fédérale,Obligationenrecht; Obligationenrecht(Bundesgesetz); Obligations (droit); Schweiz; Suisse; Textreproduktion; [Législation]
14459,Code civil suisse : [du 10 décembre 1907 (état le 1er janvier 2019)] /,,diff OFCL; Chancellerie fédérale,Zivilrecht; Zivilgesetzbuch; Droit civil; Schweiz; Suisse; Textreproduktion; [Législation]
14482,Guide de la musique de piano et de clavecin /,,Fayard,musique pour piano--[guide]; musique pour clavecin--[guide]; compositeur (musique)--musique pour piano--[dictionnaire]; compositeur (musique)--musique pour clavecin--[dictionnaire]
14494,Code des obligations : [du 30 mars 1911 (état le 1er avril 2017)] /,,Chancellerie fédérale,Législation; Obligations (droit); Suisse
14504,Illuminations ; suivi de Correspondance (1873-1891) /,"Rimbaud, Arthur",GF Flammarion,
14596,Code civil suisse: du 10 décembre 1907 (état le 1er juillet 2022) /,,Diffusion OFCL; Chancellerie fédérale,
14598,Introduction à la vie dévote /,"François, de Sales, saint",F Roches,
14621,L'astre perdu : bande dessinée /,"Arvela, Catarina",Gymnase de Nyon,
14622,"Vocadingo CM1-CM2 : jeu de vocabulaire avec 200 mots et leurs anagrammes, définitions et devinettes /","Guély, François",Aritma; Cocktail Games,Français (langue)--Vocabulaire; Jeux éducatifs
14625,Histoire de la langue provençale à Avignon du XIIe au XIXe siècle /,"Pansier, Paul",Laffitte reprints; Slatkine reprints,occitan (langue)--Avignon (France)--12e s. / 19e s.
14635,Apprentissage de la dissertation /,"Dupuis, Sylviane",Département de l'instruction publique Collège Calvin Service & développement,dissertation (exercice scolaire)--[manuel]
14638,Vocabulaire latin /,,Direction générale de l'enseignement obligatoire,Latin (langue); Vocabulaire; [Manuels d'enseignement]
14666,Histoire des classes sociales dans l'Afrique de l'ouest /,"Diop, Majhemout",F Maspero,classe sociale--Afrique occidentale; classe sociale--Mali (république); classe sociale--Sénégal
14731,Les Bacchantes d'Euripide /,Euripides,Les belles lettres; E Belin,
14737,L'univers filmique /,,Flammarion,cinéma--* esthétique; LANGAGE CINEMATOGRAPHIQUE; ESTHETIQUE; THEORIE
14774,Mémoires de survivants de l'Holocauste,,Bezug Eidgenössisches Departement für Auswärtige Angelegenheiten EDA Politisches Sekretariat Historischer Dienst; Kontaktstelle für Überlebende des Holocaust,Survivants de la Shoah; Récits personnels
14777,Orthodingo CE2 : 3 règles amusantes et 200 mots pour maîtriser l'orthographe /,"Faye, Emilie, 1982-....",Aritma; Cocktail Games,Français (langue)--Orthographe; Jeux éducatifs
14794,Au fil du temps : volume 1 /,,Enbiro,
14913,Dictionnaire alphabétique et analogique de la langue française /,"Robert, Paul, 1910-1980",Société du nouveau Littré,analogie (linguistique)--français (langue)--[dictionnaire]
14950,"Théâtre de Molière,","Molière, 1622-1673",Bibliothèque de la Comédie-Française; Documentation photographique,
14978,La légion romaine : dossier,,Faton,Rome.--Armée.--Légion
15116,Sobranie sochineniĭ v devi︠a︡ti tomakh /,"Kuprin, Aleksandr Ivanovich",Chudožestvennaja literatura,"Kouprine, Alexandre--[biographie]"
15117,Sobranie sochineniĭ v vosʹmi tomakh /,"Paustovskiĭ, Konstantin Georgievich",Chudožestvennaja literatura,
15119,L'esclavage et les traites négrières /,"Salifou, André",Nathan,Esclavage--Histoire; Traite des esclaves
15125,"Correspondance littéraire, philosophique et critique /",,Garnier,
15137,Polnoe sobranie sochineniĭ v dvenadt︠s︡ati tomakh /,"Ostrovskiĭ, Aleksandr Nikolaevich",Iskusstvo,
15138,Sobranie sochineniĭ v vosʹmi tomakh /,"Marshak, Samuil I︠A︡kovlevich",Chudožestvennaja literatura,
15139,Sredi knigʺ' : opytʺ obzora russkikhʺ knizhnykhʺ bogatsvʺ vʺ svi︠a︡zi sʺ istorieĭ nauchno-filosofskikhʺ i literaturno-obshchestvennykhʺ ideĭ /,"Rubakin, Nikolaĭ Aleksandrovich",Nauka,bibliographie
15140,Sochinenii︠a︡ A. I. Gert︠s︡ena,"Herzen, Alexandre Ivanovitch, 1812-1870",H Georg,
15150,Code des obligations : [du 30 mars 1911 [Etat le 1er avril 2017)] /,,Confédération Suisse,
15188,La peste noire : dossier /,,,Peste noire; peste
15195,Code pénal suisse : [du 21 décembre 1937 (état le 1er janvier 2019)] /,,diff OFCL; Chancellerie fédérale,Strafrecht; Strafgesetzbuch; Droit pénal; Schweiz; Suisse; Textreproduktion; [Législation]
15203,La Commedia dell'Arte : storia e testo /,,Sansoni Antiquariato,commedia dell'arte--[anthologie]
15232,"Payerne vracs : [ville, rues, archives, campagne, sociétés] /",,Editions du Caïon rodze,
15245,Polnoe sobranie sochineniĭ i pisem : v tridt︠s︡ati tomakh /,"Chekhov, Anton Pavlovich",Nauka,
15290,Directives de projet applicables à l'étude et à la mise au point de constructions scolaires réalisées à l'aide du système CROCS /,,Commune de Lausanne,"école (bâtiment) - construction - planification--Lausanne (Suisse, VD)"
