book_id,users_borrowed,dates_borrowed,total_borrows
92,"3031, 3031, 3031, 3031, 3031, 3031, 3031, 3031, 3031, 6780, 6780, 2, 2, 2, 2, 2, 2, 2, 2","09-01-2023, 09-01-2023, 09-01-2023, 09-01-2023, 13-01-2023, 13-01-2023, 13-01-2023, 13-01-2023, 13-01-2023, 18-01-2024, 18-01-2024, 03-02-2024, 24-02-2024, 24-02-2024, 08-03-2024, 08-03-2024, 08-03-2024, 08-03-2024, 08-03-2024",19
93,"4734, 5431, 5431, 5431, 7598, 2, 2, 2, 6781","21-08-2023, 21-08-2023, 21-08-2023, 15-09-2023, 26-01-2024, 24-02-2024, 24-02-2024, 24-02-2024, 14-05-2024",9
94,2,08-03-2024,1
96,"2919, 2823, 2100, 3099, 3274, 3187, 187, 5995","21-12-2023, 11-01-2024, 01-03-2024, 22-03-2024, 05-04-2024, 26-04-2024, 03-05-2024, 15-05-2024",8
97,"7381, 7754, 2919","31-05-2024, 29-06-2024, 19-08-2024",3
98,"3782, 2932","04-05-2023, 16-05-2024",2
99,"3166, 2919, 7381","13-11-2023, 21-03-2024, 31-05-2024",3
100,"6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6869, 6018, 4831, 4831, 4831, 4831, 4831, 4831, 4831, 4831, 4831, 4831, 4831, 4831","19-01-2023, 19-01-2023, 19-01-2023, 19-01-2023, 19-01-2023, 28-01-2023, 28-01-2023, 28-01-2023, 28-01-2023, 28-01-2023, 28-01-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 04-02-2023, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024, 26-04-2024",37
101,"1349, 4728, 4728, 4728, 4728, 5027, 5027, 5027, 6915, 5027, 5027, 4728, 4728, 4728, 1349, 1349, 1349, 5956, 5956, 5956, 5956, 5956, 5956, 1349, 7154, 7154, 5049, 5049, 7089, 7089, 7089, 7089, 7089, 7089, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 4766, 7456, 7456, 6092, 6092, 6099, 6099, 6099, 6099, 6099, 3643, 3643, 3643, 3643, 3643, 3643, 2698, 4730, 4730, 6141, 7706, 6884, 6884, 6884, 6884, 6884, 148, 148, 5152, 5152, 5152, 5152","10-01-2023, 20-01-2023, 20-01-2023, 20-01-2023, 20-01-2023, 23-01-2023, 24-01-2023, 24-01-2023, 02-02-2023, 20-02-2023, 20-02-2023, 24-02-2023, 24-02-2023, 24-02-2023, 27-02-2023, 06-03-2023, 27-03-2023, 06-04-2023, 06-04-2023, 06-04-2023, 18-04-2023, 18-04-2023, 18-04-2023, 11-05-2023, 21-08-2023, 21-08-2023, 11-09-2023, 11-09-2023, 27-10-2023, 27-10-2023, 27-10-2023, 27-10-2023, 27-10-2023, 27-10-2023, 14-11-2023, 14-11-2023, 14-11-2023, 21-11-2023, 21-11-2023, 21-11-2023, 21-11-2023, 30-11-2023, 04-12-2023, 04-12-2023, 04-12-2023, 08-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024, 12-02-2024, 12-02-2024, 23-03-2024, 23-03-2024, 23-03-2024, 28-03-2024, 19-04-2024, 19-04-2024, 22-04-2024, 29-04-2024, 23-06-2024, 05-07-2024, 05-07-2024, 05-07-2024, 05-07-2024, 05-07-2024, 30-08-2024, 30-08-2024, 10-10-2024, 10-10-2024, 10-10-2024, 10-10-2024",73
102,"6335, 3884, 3884, 2144, 1422, 3874, 6336, 168, 168, 168","14-01-2023, 24-01-2023, 15-05-2023, 03-07-2023, 03-07-2023, 23-10-2023, 26-10-2023, 11-12-2023, 22-12-2023, 13-02-2024",10
103,"7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 7196, 1563","28-11-2023, 28-11-2023, 28-11-2023, 28-11-2023, 28-11-2023, 28-11-2023, 28-11-2023, 05-12-2023, 05-12-2023, 05-12-2023, 05-12-2023, 05-12-2023, 05-12-2023, 05-12-2023, 16-05-2024",15
104,"676, 4864, 1374, 3615, 2222","01-02-2023, 11-05-2023, 12-09-2023, 07-11-2023, 22-04-2024",5
105,"6422, 234, 2128, 6942","13-01-2023, 09-02-2023, 30-09-2023, 17-04-2024",4
106,"3949, 5397, 6790, 245, 5039, 2732","18-04-2023, 30-08-2023, 31-08-2023, 12-10-2023, 23-01-2024, 06-03-2024",6
107,"1396, 4847","24-02-2024, 06-06-2024",2
108,"6869, 6869, 6869, 3705, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 7742, 7742, 7742, 7742","10-01-2023, 14-03-2023, 25-05-2023, 04-09-2023, 09-12-2023, 09-12-2023, 09-12-2023, 09-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024",18
109,"3937, 1133","27-03-2023, 15-03-2024",2
110,"4022, 4022, 4022, 4022, 4022, 4022, 4022, 4022, 4022, 158, 158, 158, 158, 158, 6869, 7215, 7215, 7215, 7215, 7215, 7215, 7215, 7215, 7215, 7215, 7790, 7790, 7790, 7790, 7790","21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 28-02-2023, 28-02-2023, 28-02-2023, 28-02-2023, 28-02-2023, 14-03-2023, 22-09-2023, 22-09-2023, 22-09-2023, 22-09-2023, 22-09-2023, 12-10-2023, 12-10-2023, 12-10-2023, 12-10-2023, 12-10-2023, 23-08-2024, 23-08-2024, 23-08-2024, 23-08-2024, 23-08-2024",30
111,"5456, 5456, 5456, 5456, 5456, 5456, 7168, 7168, 7168, 7168, 7168, 7168, 7168, 7168, 7168, 7168, 7168, 732, 732, 732, 732, 732","21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 21-02-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 24-08-2023, 06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024",22
112,"906, 7396","23-06-2023, 23-09-2023",2
113,"6869, 6869, 6869, 6869, 6882, 5062, 4772, 4772, 4772, 4772, 5062, 5062, 5062, 6816, 7507, 7507, 7507, 7507","10-05-2023, 10-05-2023, 10-05-2023, 10-05-2023, 27-07-2023, 05-09-2023, 05-09-2023, 05-09-2023, 05-09-2023, 05-09-2023, 03-10-2023, 03-10-2023, 03-10-2023, 15-11-2023, 13-02-2024, 13-02-2024, 13-02-2024, 13-02-2024",18
114,"6912, 6912, 6912, 6915, 6915, 6915, 6915, 6915, 6912, 6912, 234, 234, 234, 234, 234, 3646, 3646, 1169, 2917","19-01-2023, 19-01-2023, 19-01-2023, 02-02-2023, 02-02-2023, 02-02-2023, 20-02-2023, 20-02-2023, 01-03-2023, 01-03-2023, 11-03-2023, 11-03-2023, 24-05-2023, 24-05-2023, 24-05-2023, 23-09-2023, 23-09-2023, 13-10-2023, 03-11-2023",19
115,6539,21-08-2024,1
116,"3, 2228, 403, 7396, 7623","03-01-2023, 10-05-2023, 27-05-2023, 23-09-2023, 18-04-2024",5
117,"3, 3, 2218, 2218, 458, 458, 5736, 5736, 6080","09-01-2023, 09-01-2023, 08-03-2023, 08-03-2023, 15-09-2023, 15-09-2023, 22-02-2024, 22-02-2024, 26-03-2024",9
118,"644, 73, 3, 6422, 3, 2648, 1501, 2218, 2218, 2187, 2187, 1318, 161, 161, 5736, 5736","04-01-2023, 07-01-2023, 09-01-2023, 21-01-2023, 27-01-2023, 10-02-2023, 13-02-2023, 08-03-2023, 08-03-2023, 23-03-2023, 23-03-2023, 13-05-2023, 23-08-2023, 24-08-2023, 28-02-2024, 01-03-2024",16
119,"3, 262, 1239, 4999, 7078, 706, 3325, 4000, 3022, 2147","23-01-2023, 27-01-2023, 14-03-2023, 29-04-2023, 09-06-2023, 25-07-2023, 22-08-2023, 16-10-2023, 30-01-2024, 27-03-2024",10
120,"3, 2142, 2035, 4150, 1575, 3022","23-01-2023, 08-02-2023, 03-04-2023, 05-05-2023, 20-05-2023, 20-09-2023",6
121,"3, 6925, 1239, 2062, 7102, 1655, 2568, 2568, 7703","23-01-2023, 06-02-2023, 04-04-2023, 28-06-2023, 23-09-2023, 25-10-2023, 15-11-2023, 05-03-2024, 17-04-2024",9
122,"4150, 3, 1239, 447, 2035, 7311, 1555, 1433, 1399","07-01-2023, 03-02-2023, 14-03-2023, 10-05-2023, 29-06-2023, 07-02-2024, 15-03-2024, 31-05-2024, 18-09-2024",9
123,"262, 3","03-01-2023, 03-02-2023",2
124,"439, 3, 4150, 4150, 4150, 2378, 7822","03-01-2023, 10-02-2023, 05-05-2023, 23-08-2023, 01-11-2023, 18-03-2024, 30-09-2024",7
125,"3, 262, 2323, 262, 1218, 3165, 3165","27-02-2023, 07-03-2023, 09-06-2023, 29-06-2023, 28-11-2023, 02-03-2024, 20-06-2024",7
126,"6626, 3, 1642, 1578, 959, 2006","27-01-2023, 10-03-2023, 03-04-2023, 11-05-2023, 08-07-2023, 05-12-2023",6
127,"710, 2782, 3, 2531, 3474, 6290, 6290, 1460","07-01-2023, 20-01-2023, 17-03-2023, 30-08-2023, 07-11-2023, 17-01-2024, 17-01-2024, 16-04-2024",8
128,"262, 2155, 3, 1492, 1759, 3035, 1113, 1492, 804, 4955, 282, 2190, 1492, 452, 2514, 5955, 2113, 1293","20-01-2023, 10-03-2023, 20-03-2023, 18-04-2023, 18-04-2023, 22-05-2023, 01-06-2023, 30-08-2023, 01-09-2023, 11-10-2023, 03-11-2023, 10-11-2023, 01-12-2023, 22-01-2024, 22-02-2024, 03-06-2024, 03-06-2024, 26-08-2024",18
129,"2471, 308, 3, 255, 255, 255, 255, 255","13-01-2023, 06-03-2023, 24-03-2023, 26-05-2023, 15-09-2023, 15-09-2023, 22-12-2023, 15-04-2024",8
130,"3, 4845, 4845, 4845, 7708","24-03-2023, 27-03-2023, 23-08-2023, 07-12-2023, 23-04-2024",5
131,"6934, 4928, 3569, 3, 5976, 1361, 3248, 2659, 4121, 5407, 1269","18-02-2023, 23-02-2023, 25-03-2023, 30-03-2023, 01-06-2023, 15-06-2023, 05-07-2023, 08-11-2023, 13-11-2023, 21-03-2024, 24-04-2024",11
132,"1475, 1475, 1475, 1475, 1475, 3, 3, 1475, 1475, 1475, 1475, 3, 3, 3, 3, 3, 3, 3, 3, 3","07-03-2023, 07-03-2023, 04-04-2023, 04-04-2023, 04-04-2023, 06-04-2023, 17-04-2023, 18-04-2023, 18-04-2023, 18-04-2023, 18-04-2023, 19-04-2023, 19-04-2023, 19-04-2023, 22-05-2023, 22-05-2023, 22-05-2023, 22-05-2023, 01-06-2023, 11-04-2024",20
133,"1111, 573, 3, 3837, 1695, 1701, 3166, 7379, 1790, 3775, 691, 1460, 12, 2946","02-03-2023, 07-03-2023, 06-04-2023, 18-04-2023, 07-06-2023, 10-07-2023, 28-08-2023, 12-10-2023, 13-02-2024, 26-02-2024, 19-03-2024, 23-03-2024, 20-06-2024, 15-07-2024",14
134,"3, 530, 4163, 4983, 5204","18-04-2023, 22-06-2023, 20-11-2023, 19-03-2024, 22-03-2024",5
135,"6925, 2953, 1878, 3, 447","06-02-2023, 21-02-2023, 08-03-2023, 19-04-2023, 13-10-2023",5
136,"3, 2181, 703, 2254, 436","19-04-2023, 09-06-2023, 20-11-2023, 01-03-2024, 07-05-2024",5
137,"554, 4479, 416, 3, 1124, 4000, 6445","02-02-2023, 17-02-2023, 27-03-2023, 24-04-2023, 12-09-2023, 29-01-2024, 22-05-2024",7
138,"3271, 3, 208, 4955, 1539, 4197, 743, 3298, 6430, 3091, 6716","17-05-2023, 06-06-2023, 26-06-2023, 02-08-2023, 23-08-2023, 02-10-2023, 01-11-2023, 15-11-2023, 06-12-2023, 11-04-2024, 07-06-2024",11
139,"1046, 209, 2032, 2553, 2441, 4140, 2121, 1249, 6018, 1113, 1214, 3, 7571","26-01-2023, 31-01-2023, 13-02-2023, 24-02-2023, 14-03-2023, 14-03-2023, 16-03-2023, 13-04-2023, 02-05-2023, 25-05-2023, 01-06-2023, 19-06-2023, 27-12-2023",13
140,"3438, 962, 603, 3","08-02-2023, 10-02-2023, 10-05-2023, 19-06-2023",4
141,"5970, 4197, 4409, 1087, 1701, 3, 607","16-01-2023, 26-01-2023, 18-04-2023, 19-04-2023, 23-05-2023, 22-06-2023, 16-02-2024",7
142,"868, 895, 2638, 3234, 1971, 1718, 3, 3606, 986, 2514, 1495, 2039, 703, 714, 329, 4843","27-02-2023, 22-03-2023, 03-04-2023, 19-05-2023, 30-05-2023, 24-06-2023, 10-07-2023, 14-07-2023, 23-08-2023, 04-09-2023, 06-11-2023, 30-01-2024, 21-02-2024, 23-02-2024, 04-03-2024, 13-04-2024",16
143,"913, 2254, 2208, 3967, 1473, 1437, 1028, 1113, 661, 3, 2827, 1563, 637, 2700, 4436, 1701, 4201","27-01-2023, 14-02-2023, 11-04-2023, 26-05-2023, 03-06-2023, 03-06-2023, 19-06-2023, 29-06-2023, 05-07-2023, 14-07-2023, 25-07-2023, 29-07-2023, 05-08-2023, 10-10-2023, 26-02-2024, 05-03-2024, 08-04-2024",17
144,"2035, 447, 3, 2002, 7311, 603","26-04-2023, 31-05-2023, 14-07-2023, 04-09-2023, 20-12-2023, 10-04-2024",6
145,"1655, 728, 3, 4852, 1175","04-01-2023, 24-02-2023, 24-08-2023, 07-12-2023, 20-01-2024",5
146,"2471, 2703, 3, 3, 1201, 1220, 3635","13-01-2023, 16-05-2023, 07-09-2023, 28-09-2023, 12-01-2024, 05-04-2024, 25-05-2024",7
147,"906, 3887, 3, 496, 7280, 6362","22-02-2023, 21-08-2023, 23-09-2023, 29-02-2024, 29-04-2024, 26-06-2024",6
148,"827, 1953, 2071, 2978, 3, 1090","21-03-2023, 05-04-2023, 06-05-2023, 17-05-2023, 02-10-2023, 29-01-2024",6
149,"3307, 1912, 1524, 2385, 6026, 521, 880, 1659, 4729, 1827, 1361, 1095, 4531, 1539, 89, 788, 2931, 1606, 843, 6792, 1428, 2931, 1492, 788, 1808, 2187, 435, 3, 1284, 2931, 2867, 1185, 1063, 3035, 6544, 2268, 3095, 7466, 2187, 6082, 636, 2113, 2647","13-01-2023, 21-01-2023, 24-01-2023, 27-01-2023, 31-01-2023, 07-02-2023, 09-02-2023, 22-02-2023, 07-03-2023, 07-03-2023, 08-03-2023, 15-03-2023, 21-03-2023, 04-04-2023, 24-04-2023, 09-05-2023, 23-05-2023, 26-05-2023, 30-05-2023, 12-06-2023, 15-06-2023, 26-06-2023, 29-06-2023, 13-07-2023, 22-08-2023, 21-09-2023, 28-09-2023, 02-10-2023, 09-10-2023, 10-10-2023, 10-10-2023, 14-10-2023, 26-10-2023, 27-10-2023, 01-11-2023, 15-11-2023, 21-12-2023, 23-01-2024, 09-02-2024, 21-02-2024, 23-02-2024, 28-02-2024, 15-05-2024",43
150,"3, 1218, 1953, 804, 4150, 7822, 3318","14-11-2023, 28-11-2023, 22-02-2024, 09-04-2024, 07-06-2024, 21-09-2024, 02-10-2024",7
151,"2500, 3047, 2500, 4870, 3","10-02-2023, 01-03-2023, 02-03-2023, 30-06-2023, 16-11-2023",5
152,"3166, 2500, 3047, 2500, 3473, 2500, 7428, 3, 2500, 1900, 4512","30-01-2023, 10-02-2023, 01-03-2023, 02-03-2023, 03-05-2023, 23-06-2023, 08-11-2023, 16-11-2023, 07-12-2023, 18-07-2024, 20-09-2024",11
153,"2043, 4167, 6978, 1435, 1435, 3, 1862, 3685, 3473","01-02-2023, 08-02-2023, 20-03-2023, 15-06-2023, 30-08-2023, 16-11-2023, 22-11-2023, 11-01-2024, 26-01-2024",9
154,"65, 769, 3, 1151, 852, 7702, 7071","27-03-2023, 15-05-2023, 16-11-2023, 17-11-2023, 05-01-2024, 31-07-2024, 05-09-2024",7
155,"4006, 4167, 6978, 1435, 1435, 3, 3044, 4512","27-01-2023, 08-02-2023, 20-03-2023, 15-06-2023, 30-08-2023, 20-11-2023, 23-02-2024, 22-04-2024",8
156,"2043, 4167, 6978, 1435, 1435, 3, 3473, 4512","01-02-2023, 08-02-2023, 20-03-2023, 15-06-2023, 30-08-2023, 20-11-2023, 26-01-2024, 22-04-2024",8
157,"1556, 3","23-02-2023, 28-11-2023",2
158,"2500, 2500, 6414, 3473, 5195, 3, 3051, 6362","16-02-2023, 21-04-2023, 16-06-2023, 29-06-2023, 11-10-2023, 28-11-2023, 14-12-2023, 21-08-2024",8
159,"1087, 3, 5868, 4948, 4202","15-05-2023, 30-11-2023, 17-01-2024, 17-04-2024, 30-05-2024",5
160,"6085, 1556, 5657, 1556, 591, 23, 3973, 3209, 3, 1215","18-01-2023, 23-02-2023, 28-02-2023, 15-06-2023, 03-07-2023, 25-08-2023, 20-09-2023, 27-10-2023, 30-11-2023, 08-06-2024",10
161,"6013, 4150, 4150, 1501, 4150, 574, 574, 3, 3, 7665, 7665","21-02-2023, 23-06-2023, 23-06-2023, 30-06-2023, 06-10-2023, 20-11-2023, 20-11-2023, 19-12-2023, 19-12-2023, 15-06-2024, 15-06-2024",11
162,"5439, 4919, 3910, 4205, 4201, 1286, 3","23-01-2023, 02-02-2023, 10-02-2023, 14-06-2023, 24-08-2023, 01-09-2023, 21-12-2023",7
163,"23, 4154, 41, 573, 1967, 2155, 98, 262, 2227, 605, 5955, 2296, 2512, 262, 262, 3, 7581, 254, 804, 603, 7642, 2043, 4883, 3187, 3011, 1578, 4201, 343, 1538, 7692, 1029, 7759","26-01-2023, 03-02-2023, 13-02-2023, 21-02-2023, 03-03-2023, 10-03-2023, 11-03-2023, 14-03-2023, 27-04-2023, 06-05-2023, 30-05-2023, 01-06-2023, 21-06-2023, 29-06-2023, 17-10-2023, 22-12-2023, 04-01-2024, 27-01-2024, 29-01-2024, 31-01-2024, 14-02-2024, 08-03-2024, 20-03-2024, 28-03-2024, 12-04-2024, 17-04-2024, 19-04-2024, 15-05-2024, 25-05-2024, 19-06-2024, 30-07-2024, 04-09-2024",32
164,"7443, 262, 3, 7311, 2039, 770, 4150, 2492","15-11-2023, 15-12-2023, 22-12-2023, 17-01-2024, 21-02-2024, 23-02-2024, 07-06-2024, 10-09-2024",8
165,"5029, 3016, 435, 1185, 3, 262, 5806","19-07-2023, 21-09-2023, 28-09-2023, 14-10-2023, 22-12-2023, 26-01-2024, 04-03-2024",7
166,"6013, 4150, 4150, 3, 7665","21-02-2023, 29-09-2023, 16-10-2023, 28-12-2023, 01-07-2024",5
167,"7013, 1759, 574, 7013, 5925, 2703, 4201, 6340, 691, 1555, 1113, 1642, 3014, 3, 4852, 7596","03-04-2023, 18-04-2023, 08-05-2023, 15-05-2023, 23-05-2023, 30-05-2023, 26-06-2023, 27-06-2023, 27-06-2023, 26-08-2023, 03-10-2023, 04-11-2023, 22-12-2023, 04-01-2024, 29-02-2024, 29-06-2024",16
168,"1717, 3, 906","08-01-2024, 22-01-2024, 15-02-2024",3
169,"2490, 3274, 82, 4864, 1212, 4863, 1742, 98, 1358, 31, 2902, 2526, 2194, 2187, 5029, 2483, 2674, 1003, 3016, 1808, 3427, 5592, 435, 1185, 165, 4854, 3095, 3256, 3095, 4923, 3, 574, 1742, 6929, 2647, 1975","08-02-2023, 28-02-2023, 22-03-2023, 29-03-2023, 31-03-2023, 10-04-2023, 13-04-2023, 29-04-2023, 17-05-2023, 25-05-2023, 07-06-2023, 15-06-2023, 01-07-2023, 07-07-2023, 19-07-2023, 21-08-2023, 28-08-2023, 14-09-2023, 21-09-2023, 26-09-2023, 27-09-2023, 02-10-2023, 09-10-2023, 14-10-2023, 09-11-2023, 13-11-2023, 15-11-2023, 29-11-2023, 07-12-2023, 22-12-2023, 22-01-2024, 04-03-2024, 21-03-2024, 30-04-2024, 15-05-2024, 16-08-2024",36
170,"4154, 2160, 3, 6374, 7578, 4409, 2183, 4201, 2916, 7660","22-12-2023, 22-01-2024, 30-01-2024, 02-02-2024, 19-02-2024, 23-02-2024, 27-03-2024, 19-04-2024, 26-04-2024, 20-08-2024",10
171,"1155, 4130, 1819, 4196, 5896, 3, 2242, 2647","27-10-2023, 15-12-2023, 08-01-2024, 29-01-2024, 08-02-2024, 26-02-2024, 14-05-2024, 15-05-2024",8
172,"2296, 1717, 3","28-02-2024, 20-03-2024, 26-04-2024",3
173,"2100, 1803, 2220, 6625, 2333, 4678","08-12-2023, 08-01-2024, 25-01-2024, 06-03-2024, 06-03-2024, 24-08-2024",6
174,"1291, 1291, 5388, 1825","11-01-2023, 11-01-2023, 01-02-2023, 15-05-2023",4
175,"2101, 2386, 2978, 1583","04-08-2023, 19-09-2023, 15-02-2024, 19-04-2024",4
176,"3307, 4154, 1780, 362, 4995, 6032, 41, 4835, 6111, 7053, 6898, 1042, 1717, 7616, 2105","03-11-2023, 10-11-2023, 21-11-2023, 12-12-2023, 13-12-2023, 19-12-2023, 27-12-2023, 16-01-2024, 25-01-2024, 06-02-2024, 16-02-2024, 27-02-2024, 14-03-2024, 15-04-2024, 15-07-2024",15
177,"5896, 2920, 1903, 3011, 3325, 1932, 3157, 883, 5995, 536, 7668, 6210","15-06-2023, 01-07-2023, 14-07-2023, 10-11-2023, 20-11-2023, 09-01-2024, 20-02-2024, 23-03-2024, 16-04-2024, 02-05-2024, 14-05-2024, 07-06-2024",12
178,"1423, 5346, 2919, 2355","23-06-2023, 02-08-2023, 12-01-2024, 27-01-2024",4
179,"1199, 343, 3522","06-04-2023, 11-05-2023, 17-10-2023",3
180,"2208, 4205, 2118, 1105","25-01-2023, 05-04-2023, 05-07-2023, 17-06-2024",4
181,"1501, 2462, 1291, 4834, 1944, 1291","13-02-2023, 30-03-2023, 03-05-2023, 01-12-2023, 18-12-2023, 23-04-2024",6
182,"23, 6002, 627, 2257, 2117, 6111, 5481, 1648, 4995, 1189, 703, 6169","13-01-2023, 08-02-2023, 24-02-2023, 03-03-2023, 07-03-2023, 04-04-2023, 05-04-2023, 26-04-2023, 12-06-2023, 26-08-2023, 12-09-2023, 19-06-2024",12
183,"3949, 2800","18-05-2024, 02-09-2024",2
184,"6860, 2491, 430, 4132, 1060","03-02-2023, 06-05-2023, 31-07-2023, 29-08-2023, 11-05-2024",5
185,"949, 2632, 2632, 2632, 2632, 1783, 721","15-11-2023, 20-11-2023, 29-11-2023, 04-03-2024, 13-03-2024, 21-08-2024, 25-09-2024",7
186,"5405, 6613, 2334, 2002, 1824, 1575, 3022, 5231, 1239, 4150, 700","24-08-2023, 06-10-2023, 12-10-2023, 30-10-2023, 01-12-2023, 02-12-2023, 30-01-2024, 13-02-2024, 21-02-2024, 18-03-2024, 04-04-2024",11
187,"770, 3525, 5712","27-05-2024, 11-07-2024, 12-09-2024",3
188,"2152, 2128, 5995, 2538, 7149, 2301, 1777, 1255, 6135, 2218, 2462, 1291, 4911","31-05-2023, 16-06-2023, 06-07-2023, 21-08-2023, 01-09-2023, 24-10-2023, 15-11-2023, 18-12-2023, 23-01-2024, 26-02-2024, 22-03-2024, 23-04-2024, 05-06-2024",13
189,"986, 1786, 290, 986, 5896, 7074, 5896, 986","23-01-2023, 23-03-2023, 09-05-2023, 27-05-2023, 26-06-2023, 26-06-2023, 27-07-2023, 11-03-2024",8
190,"309, 2114, 290, 1395, 1992","18-01-2023, 16-02-2023, 21-03-2023, 21-06-2023, 17-05-2024",5
191,"4, 1567, 1729, 3998, 2217, 5730","16-03-2023, 25-03-2023, 06-04-2023, 21-06-2023, 03-10-2023, 01-11-2023",6
192,"4, 1085","23-03-2023, 25-09-2023",2
193,"162, 617, 822, 3167, 4, 1278, 2376, 3371","04-01-2023, 20-02-2023, 04-03-2023, 03-04-2023, 06-06-2023, 04-01-2024, 28-02-2024, 27-03-2024",8
194,"2503, 290, 4","16-01-2023, 26-05-2023, 15-06-2023",3
195,"4191, 4, 2568, 815, 1249, 1249, 4840, 4840, 4, 4347","18-02-2023, 28-07-2023, 08-08-2023, 08-11-2023, 16-01-2024, 25-01-2024, 02-02-2024, 26-02-2024, 01-05-2024, 05-06-2024",10
196,"116, 2637, 4, 2405, 1998","01-04-2023, 05-09-2023, 11-10-2023, 06-11-2023, 19-08-2024",5
197,"1825, 2293, 2292, 1661, 4, 6014","04-02-2023, 08-03-2023, 27-04-2023, 24-05-2023, 11-10-2023, 02-02-2024",6
198,"3015, 3524, 5021, 617, 3638, 4, 2823, 5408, 287, 1394","11-01-2023, 06-03-2023, 13-04-2023, 08-06-2023, 30-06-2023, 11-10-2023, 12-10-2023, 01-11-2023, 24-02-2024, 05-03-2024",10
199,"2622, 1346, 343, 251, 399, 4","18-02-2023, 24-03-2023, 28-03-2023, 30-06-2023, 28-08-2023, 14-11-2023",6
200,"3202, 4, 6154","30-10-2023, 06-12-2023, 27-08-2024",3
201,"1278, 554, 23, 1928, 2595, 1563, 1012, 4","11-04-2023, 12-05-2023, 08-06-2023, 24-08-2023, 02-10-2023, 15-11-2023, 25-11-2023, 09-01-2024",8
202,"1150, 1150, 4588, 3998, 6672, 581, 4","03-01-2023, 19-01-2023, 03-04-2023, 18-07-2023, 21-09-2023, 12-02-2024, 25-03-2024",7
203,"1970, 1558, 3315, 251, 2037, 354, 4","25-02-2023, 04-04-2023, 13-05-2023, 30-06-2023, 28-10-2023, 12-02-2024, 25-03-2024",7
204,"2838, 1927, 4","22-08-2023, 01-09-2023, 09-04-2024",3
205,"929, 780, 2625, 4, 3958, 251","01-11-2023, 04-01-2024, 26-03-2024, 09-04-2024, 22-05-2024, 03-07-2024",6
206,"204, 1220, 3251, 1815, 4, 7065","06-03-2024, 22-03-2024, 25-03-2024, 27-03-2024, 09-04-2024, 24-05-2024",6
207,"4828, 3274, 4828, 7073, 180, 3949, 2283, 3693, 2395, 707, 4","21-02-2023, 12-04-2023, 02-05-2023, 15-05-2023, 14-06-2023, 21-06-2023, 22-08-2023, 26-09-2023, 02-12-2023, 04-01-2024, 09-04-2024",11
208,"1717, 524, 3304, 2421, 1517, 7377, 7377, 2478, 3998","27-03-2023, 04-07-2023, 25-09-2023, 20-10-2023, 14-12-2023, 15-01-2024, 12-02-2024, 21-05-2024, 14-06-2024",9
209,"1189, 1849, 5405, 378, 6411, 391, 1437, 3134, 563, 3522, 3234, 2024, 494, 1765, 1189, 995, 963, 1309, 1404, 3310, 710","19-04-2023, 20-04-2023, 11-05-2023, 16-05-2023, 23-05-2023, 14-06-2023, 24-06-2023, 11-07-2023, 12-07-2023, 24-08-2023, 31-08-2023, 05-10-2023, 14-10-2023, 27-11-2023, 13-12-2023, 13-01-2024, 03-02-2024, 07-02-2024, 16-02-2024, 20-03-2024, 04-05-2024",21
211,"664, 664","06-01-2023, 06-01-2023",2
212,"548, 5, 1880, 1880","07-01-2023, 13-02-2023, 26-12-2023, 02-03-2024",4
213,"5, 333, 607","06-03-2023, 16-08-2023, 05-04-2024",3
214,"3234, 5, 872, 4883","23-05-2023, 20-07-2023, 03-10-2023, 10-01-2024",4
215,"906, 1087, 23, 4852, 5","29-03-2023, 19-04-2023, 01-06-2023, 05-06-2023, 20-07-2023",5
216,"714, 2128, 1578, 6374, 2006, 5, 4986, 3659, 3014","15-03-2023, 16-03-2023, 29-03-2023, 16-06-2023, 21-06-2023, 14-08-2023, 27-10-2023, 08-12-2023, 22-12-2023",9
